user_id,item_id,item_type,timestamp,behavior_type,label,category,source_dataset
u32,i144,live_room,1700000084,exposure,0,game,sample
u64,i144,live_room,1700000085,exposure,0,game,sample
u46,i128,live_room,1700000086,click,1,movie,sample
u59,i22,live_room,1700000087,click,1,food,sample
u77,i139,live_room,1700000088,click,1,music,sample
u54,i104,live_room,1700000089,click,1,movie,sample
u34,i77,live_room,1700000090,click,1,study,sample
u27,i58,live_room,1700000091,click,1,food,sample
u34,i59,live_room,1700000092,click,1,study,sample
u63,i151,live_room,1700000093,exposure,0,music,sample
u61,i52,live_room,1700000094,exposure,0,food,sample
u39,i104,live_room,1700000095,exposure,0,movie,sample
u61,i100,live_room,1700000096,click,1,food,sample
u2,i33,live_room,1700000097,exposure,0,sports,sample
u73,i18,live_room,1700000098,click,1,game,sample
u49,i112,live_room,1700000099,exposure,0,food,sample
u57,i21,live_room,1700000100,exposure,0,sports,sample
u32,i94,live_room,1700000101,exposure,0,food,sample
u74,i148,live_room,1700000102,click,1,food,sample
u4,i14,live_room,1700000103,click,1,movie,sample
u10,i93,live_room,1700000104,click,1,sports,sample
u54,i83,live_room,1700000105,exposure,0,study,sample
u41,i76,live_room,1700000106,exposure,0,food,sample
u67,i20,live_room,1700000107,click,1,movie,sample
u39,i105,live_room,1700000108,click,1,sports,sample
u16,i111,live_room,1700000109,exposure,0,sports,sample
u65,i121,live_room,1700000110,click,1,music,sample
u42,i52,live_room,1700000111,click,1,food,sample
u6,i150,live_room,1700000112,click,1,game,sample
u10,i117,live_room,1700000113,exposure,0,sports,sample
u28,i129,live_room,1700000114,click,1,sports,sample
u52,i158,live_room,1700000115,exposure,0,movie,sample
u33,i18,live_room,1700000116,exposure,0,game,sample
u9,i18,live_room,1700000117,click,1,game,sample
u43,i2,live_room,1700000118,exposure,0,movie,sample
u34,i47,live_room,1700000119,click,1,study,sample
u0,i48,live_room,1700000120,exposure,0,game,sample
u43,i17,live_room,1700000121,exposure,0,study,sample
u54,i45,live_room,1700000122,click,1,sports,sample
u53,i158,live_room,1700000123,click,1,movie,sample
u49,i14,live_room,1700000124,click,1,movie,sample
u19,i38,live_room,1700000125,click,1,movie,sample
u64,i31,live_room,1700000126,exposure,0,music,sample
u72,i2,live_room,1700000127,click,1,movie,sample
u65,i96,live_room,1700000128,click,1,game,sample
u23,i137,live_room,1700000129,click,1,study,sample
u77,i148,live_room,1700000130,exposure,0,food,sample
u65,i133,live_room,1700000131,click,1,music,sample
u9,i18,live_room,1700000132,click,1,game,sample
u43,i100,live_room,1700000133,click,1,food,sample
u65,i115,live_room,1700000134,click,1,music,sample
u7,i113,live_room,1700000135,exposure,0,study,sample
u40,i6,live_room,1700000136,click,1,game,sample
u17,i138,live_room,1700000137,click,1,game,sample
u29,i14,live_room,1700000138,exposure,0,movie,sample
u47,i73,live_room,1700000139,exposure,0,music,sample
u69,i92,live_room,1700000140,exposure,0,movie,sample
u43,i50,live_room,1700000141,click,1,movie,sample
u20,i103,live_room,1700000142,click,1,music,sample
u36,i83,live_room,1700000143,click,1,study,sample
u10,i21,live_room,1700000144,click,1,sports,sample
u7,i46,live_room,1700000145,click,1,food,sample
u32,i102,live_room,1700000146,click,1,game,sample
u67,i32,live_room,1700000147,click,1,movie,sample
u73,i0,live_room,1700000148,click,1,game,sample
u11,i35,live_room,1700000149,click,1,study,sample
u47,i113,live_room,1700000150,click,1,study,sample
u49,i50,live_room,1700000151,exposure,0,movie,sample
u15,i70,live_room,1700000152,click,1,food,sample
u76,i82,live_room,1700000153,exposure,0,food,sample
u10,i147,live_room,1700000154,click,1,sports,sample
u21,i128,live_room,1700000155,exposure,0,movie,sample
u30,i80,live_room,1700000156,click,1,movie,sample
u69,i134,live_room,1700000157,click,1,movie,sample
u45,i53,live_room,1700000158,click,1,study,sample
u5,i119,live_room,1700000159,exposure,0,study,sample
u56,i141,live_room,1700000160,click,1,sports,sample
u19,i98,live_room,1700000161,click,1,movie,sample
u40,i153,live_room,1700000162,exposure,0,sports,sample
u33,i51,live_room,1700000163,click,1,sports,sample
u60,i65,live_room,1700000164,click,1,study,sample
u53,i32,live_room,1700000165,click,1,movie,sample
u56,i26,live_room,1700000166,exposure,0,movie,sample
u76,i88,live_room,1700000167,exposure,0,food,sample
u52,i20,live_room,1700000168,click,1,movie,sample
u26,i12,live_room,1700000169,exposure,0,game,sample
u38,i73,live_room,1700000170,click,1,music,sample
u19,i146,live_room,1700000171,click,1,movie,sample
u15,i46,live_room,1700000172,click,1,food,sample
u57,i78,live_room,1700000173,click,1,game,sample
u67,i134,live_room,1700000174,click,1,movie,sample
u32,i107,live_room,1700000175,click,1,study,sample
u57,i54,live_room,1700000176,click,1,game,sample
u74,i130,live_room,1700000177,click,1,food,sample
u55,i138,live_room,1700000178,exposure,0,game,sample
u24,i93,live_room,1700000179,exposure,0,sports,sample
u46,i80,live_room,1700000180,click,1,movie,sample
u1,i63,live_room,1700000181,exposure,0,sports,sample
u31,i25,live_room,1700000182,click,1,music,sample
u20,i3,live_room,1700000183,exposure,0,sports,sample
u33,i51,live_room,1700000184,click,1,sports,sample
u33,i45,live_room,1700000185,click,1,sports,sample
u57,i156,live_room,1700000186,click,1,game,sample
u78,i121,live_room,1700000187,exposure,0,music,sample
u22,i154,live_room,1700000188,exposure,0,food,sample
u5,i18,live_room,1700000189,exposure,0,game,sample
u51,i85,live_room,1700000190,exposure,0,music,sample
u8,i157,live_room,1700000191,click,1,music,sample
u77,i121,live_room,1700000192,click,1,music,sample
u23,i6,live_room,1700000193,exposure,0,game,sample
u70,i154,live_room,1700000194,exposure,0,food,sample
u19,i65,live_room,1700000195,click,1,study,sample
u17,i88,live_room,1700000196,exposure,0,food,sample
u35,i132,live_room,1700000197,click,1,game,sample
u76,i7,live_room,1700000198,click,1,music,sample
u61,i114,live_room,1700000199,exposure,0,game,sample
u59,i118,live_room,1700000200,click,1,food,sample
u72,i38,live_room,1700000201,exposure,0,movie,sample
u35,i0,live_room,1700000202,click,1,game,sample
u42,i4,live_room,1700000203,exposure,0,food,sample
u48,i106,live_room,1700000204,exposure,0,food,sample
u41,i55,live_room,1700000205,exposure,0,music,sample
u56,i93,live_room,1700000206,click,1,sports,sample
u43,i140,live_room,1700000207,click,1,movie,sample
u54,i56,live_room,1700000208,click,1,movie,sample
u42,i154,live_room,1700000209,click,1,food,sample
u42,i22,live_room,1700000210,exposure,0,food,sample
u68,i108,live_room,1700000211,click,1,game,sample
u39,i147,live_room,1700000212,click,1,sports,sample
u8,i55,live_room,1700000213,click,1,music,sample
u44,i0,live_room,1700000214,click,1,game,sample
u70,i52,live_room,1700000215,exposure,0,food,sample
u76,i121,live_room,1700000216,click,1,music,sample
u27,i142,live_room,1700000217,click,1,food,sample
u71,i145,live_room,1700000218,click,1,music,sample
u17,i90,live_room,1700000219,click,1,game,sample
u68,i36,live_room,1700000220,click,1,game,sample
u27,i136,live_room,1700000221,click,1,food,sample
u20,i126,live_room,1700000222,exposure,0,game,sample
u68,i76,live_room,1700000223,exposure,0,food,sample
u20,i130,live_room,1700000224,exposure,0,food,sample
u37,i28,live_room,1700000225,click,1,food,sample
u34,i104,live_room,1700000226,exposure,0,movie,sample
u74,i70,live_room,1700000227,exposure,0,food,sample
u59,i16,live_room,1700000228,click,1,food,sample
u45,i11,live_room,1700000229,click,1,study,sample
u63,i53,live_room,1700000230,click,1,study,sample
u50,i58,live_room,1700000231,click,1,food,sample
u35,i30,live_room,1700000232,click,1,game,sample
u18,i65,live_room,1700000233,click,1,study,sample
u33,i141,live_room,1700000234,click,1,sports,sample
u21,i80,live_room,1700000235,click,1,movie,sample
u44,i124,live_room,1700000236,click,1,food,sample
u18,i53,live_room,1700000237,click,1,study,sample
u69,i110,live_room,1700000238,click,1,movie,sample
u19,i152,live_room,1700000239,click,1,movie,sample
u69,i116,live_room,1700000240,click,1,movie,sample
u25,i22,live_room,1700000241,click,1,food,sample
u74,i28,live_room,1700000242,click,1,food,sample
u56,i99,live_room,1700000243,click,1,sports,sample
u18,i94,live_room,1700000244,click,1,food,sample
u22,i139,live_room,1700000245,click,1,music,sample
u71,i123,live_room,1700000246,click,1,sports,sample
u19,i146,live_room,1700000247,click,1,movie,sample
u72,i158,live_room,1700000248,click,1,movie,sample
u11,i50,live_room,1700000249,exposure,0,movie,sample
u23,i35,live_room,1700000250,click,1,study,sample
u65,i13,live_room,1700000251,click,1,music,sample
u30,i2,live_room,1700000252,click,1,movie,sample
u67,i113,live_room,1700000253,exposure,0,study,sample
u9,i144,live_room,1700000254,click,1,game,sample
u62,i20,live_room,1700000255,click,1,movie,sample
u63,i81,live_room,1700000256,click,1,sports,sample
u73,i2,live_room,1700000257,exposure,0,movie,sample
u31,i20,live_room,1700000258,exposure,0,movie,sample
u33,i87,live_room,1700000259,click,1,sports,sample
u57,i6,live_room,1700000260,click,1,game,sample
u27,i106,live_room,1700000261,click,1,food,sample
u4,i98,live_room,1700000262,exposure,0,movie,sample
u67,i38,live_room,1700000263,click,1,movie,sample
u42,i64,live_room,1700000264,click,1,food,sample
u61,i90,live_room,1700000265,exposure,0,game,sample
u11,i65,live_room,1700000266,click,1,study,sample
u2,i129,live_room,1700000267,click,1,sports,sample
u75,i15,live_room,1700000268,exposure,0,sports,sample
u12,i106,live_room,1700000269,exposure,0,food,sample
u21,i26,live_room,1700000270,exposure,0,movie,sample
u78,i147,live_room,1700000271,click,1,sports,sample
u70,i117,live_room,1700000272,exposure,0,sports,sample
u33,i82,live_room,1700000273,exposure,0,food,sample
u42,i124,live_room,1700000274,click,1,food,sample
u62,i144,live_room,1700000275,exposure,0,game,sample
u40,i12,live_room,1700000276,click,1,game,sample
u36,i3,live_room,1700000277,exposure,0,sports,sample
u64,i115,live_room,1700000278,exposure,0,music,sample
u50,i52,live_room,1700000279,click,1,food,sample
u30,i68,live_room,1700000280,exposure,0,movie,sample
u40,i72,live_room,1700000281,click,1,game,sample
u29,i62,live_room,1700000282,click,1,movie,sample
u24,i106,live_room,1700000283,exposure,0,food,sample
u58,i40,live_room,1700000284,click,1,food,sample
u46,i140,live_room,1700000285,click,1,movie,sample
u78,i33,live_room,1700000286,click,1,sports,sample
u36,i41,live_room,1700000287,click,1,study,sample
u7,i148,live_room,1700000288,click,1,food,sample
u70,i16,live_room,1700000289,click,1,food,sample
u25,i122,live_room,1700000290,exposure,0,movie,sample
u8,i157,live_room,1700000291,exposure,0,music,sample
u47,i11,live_room,1700000292,click,1,study,sample
u17,i84,live_room,1700000293,exposure,0,game,sample
u59,i100,live_room,1700000294,click,1,food,sample
u6,i36,live_room,1700000295,exposure,0,game,sample
u29,i93,live_room,1700000296,exposure,0,sports,sample
u67,i62,live_room,1700000297,click,1,movie,sample
u2,i123,live_room,1700000298,exposure,0,sports,sample
u32,i19,live_room,1700000299,click,1,music,sample
u30,i42,live_room,1700000300,click,1,game,sample
u52,i68,live_room,1700000301,click,1,movie,sample
u70,i113,live_room,1700000302,exposure,0,study,sample
u59,i52,live_room,1700000303,click,1,food,sample
u26,i38,live_room,1700000304,exposure,0,movie,sample
u5,i142,live_room,1700000305,exposure,0,food,sample
u22,i79,live_room,1700000306,click,1,music,sample
u66,i71,live_room,1700000307,click,1,study,sample
u14,i148,live_room,1700000308,exposure,0,food,sample
u11,i29,live_room,1700000309,click,1,study,sample
u13,i40,live_room,1700000310,click,1,food,sample
u12,i142,live_room,1700000311,click,1,food,sample
u5,i77,live_room,1700000312,click,1,study,sample
u52,i29,live_room,1700000313,exposure,0,study,sample
u65,i121,live_room,1700000314,click,1,music,sample
u66,i143,live_room,1700000315,click,1,study,sample
u74,i54,live_room,1700000316,exposure,0,game,sample
u4,i120,live_room,1700000317,click,1,game,sample
u16,i147,live_room,1700000318,click,1,sports,sample
u60,i0,live_room,1700000319,exposure,0,game,sample
u70,i10,live_room,1700000320,click,1,food,sample
u34,i23,live_room,1700000321,click,1,study,sample
u12,i142,live_room,1700000322,click,1,food,sample
u57,i72,live_room,1700000323,click,1,game,sample
u5,i75,live_room,1700000324,exposure,0,sports,sample
u44,i24,live_room,1700000325,exposure,0,game,sample
u46,i8,live_room,1700000326,exposure,0,movie,sample
u59,i119,live_room,1700000327,exposure,0,study,sample
u60,i107,live_room,1700000328,exposure,0,study,sample
u57,i58,live_room,1700000329,exposure,0,food,sample
u71,i91,live_room,1700000330,click,1,music,sample
u58,i142,live_room,1700000331,click,1,food,sample
u32,i54,live_room,1700000332,click,1,game,sample
u20,i21,live_room,1700000333,click,1,sports,sample
u10,i105,live_room,1700000334,click,1,sports,sample
u70,i52,live_room,1700000335,click,1,food,sample
u75,i140,live_room,1700000336,click,1,movie,sample
u13,i22,live_room,1700000337,click,1,food,sample
u22,i43,live_room,1700000338,exposure,0,music,sample
u59,i34,live_room,1700000339,click,1,food,sample
u61,i148,live_room,1700000340,click,1,food,sample
u24,i100,live_room,1700000341,exposure,0,food,sample
u41,i64,live_room,1700000342,click,1,food,sample
u43,i64,live_room,1700000343,exposure,0,food,sample
u29,i71,live_room,1700000344,exposure,0,study,sample
u26,i50,live_room,1700000345,click,1,movie,sample
u35,i102,live_room,1700000346,click,1,game,sample
u32,i146,live_room,1700000347,exposure,0,movie,sample
u74,i156,live_room,1700000348,exposure,0,game,sample
u18,i119,live_room,1700000349,click,1,study,sample
u55,i36,live_room,1700000350,click,1,game,sample
u24,i40,live_room,1700000351,click,1,food,sample
u22,i35,live_room,1700000352,exposure,0,study,sample
u45,i29,live_room,1700000353,click,1,study,sample
u36,i127,live_room,1700000354,click,1,music,sample
u55,i120,live_room,1700000355,click,1,game,sample
u36,i155,live_room,1700000356,click,1,study,sample
u2,i69,live_room,1700000357,exposure,0,sports,sample
u23,i155,live_room,1700000358,click,1,study,sample
u47,i125,live_room,1700000359,exposure,0,study,sample
u17,i102,live_room,1700000360,exposure,0,game,sample
u46,i26,live_room,1700000361,click,1,movie,sample
u19,i80,live_room,1700000362,click,1,movie,sample
u0,i158,live_room,1700000363,exposure,0,movie,sample
u8,i15,live_room,1700000364,exposure,0,sports,sample
u25,i51,live_room,1700000365,click,1,sports,sample
u16,i9,live_room,1700000366,click,1,sports,sample
u25,i125,live_room,1700000367,exposure,0,study,sample
u74,i64,live_room,1700000368,click,1,food,sample
u57,i126,live_room,1700000369,exposure,0,game,sample
u21,i23,live_room,1700000370,click,1,study,sample
u26,i26,live_room,1700000371,click,1,movie,sample
u40,i6,live_room,1700000372,click,1,game,sample
u68,i120,live_room,1700000373,click,1,game,sample
u59,i130,live_room,1700000374,click,1,food,sample
u5,i137,live_room,1700000375,exposure,0,study,sample
u36,i131,live_room,1700000376,click,1,study,sample
u43,i116,live_room,1700000377,click,1,movie,sample
u16,i80,live_room,1700000378,exposure,0,movie,sample
u24,i58,live_room,1700000379,click,1,food,sample
u51,i121,live_room,1700000380,click,1,music,sample
u26,i26,live_room,1700000381,exposure,0,movie,sample
u4,i63,live_room,1700000382,click,1,sports,sample
u79,i100,live_room,1700000383,click,1,food,sample
u14,i140,live_room,1700000384,exposure,0,movie,sample
u36,i29,live_room,1700000385,click,1,study,sample
u75,i46,live_room,1700000386,exposure,0,food,sample
u59,i88,live_room,1700000387,exposure,0,food,sample
u37,i4,live_room,1700000388,click,1,food,sample
u29,i80,live_room,1700000389,click,1,movie,sample
u20,i121,live_room,1700000390,exposure,0,music,sample
u12,i64,live_room,1700000391,click,1,food,sample
u12,i52,live_room,1700000392,click,1,food,sample
u67,i8,live_room,1700000393,click,1,movie,sample
u47,i143,live_room,1700000394,click,1,study,sample
u67,i146,live_room,1700000395,click,1,movie,sample
u67,i152,live_room,1700000396,click,1,movie,sample
u37,i94,live_room,1700000397,click,1,food,sample
u2,i33,live_room,1700000398,click,1,sports,sample
u8,i67,live_room,1700000399,click,1,music,sample
u52,i140,live_room,1700000400,click,1,movie,sample
u19,i8,live_room,1700000401,click,1,movie,sample
u74,i94,live_room,1700000402,exposure,0,food,sample
u2,i153,live_room,1700000403,click,1,sports,sample
u4,i20,live_room,1700000404,click,1,movie,sample
u15,i136,live_room,1700000405,exposure,0,food,sample
u55,i84,live_room,1700000406,click,1,game,sample
u16,i63,live_room,1700000407,exposure,0,sports,sample
u6,i92,live_room,1700000408,click,1,movie,sample
u64,i158,live_room,1700000409,click,1,movie,sample
u23,i155,live_room,1700000410,click,1,study,sample
u63,i95,live_room,1700000411,click,1,study,sample
u17,i30,live_room,1700000412,exposure,0,game,sample
u2,i93,live_room,1700000413,click,1,sports,sample
u35,i66,live_room,1700000414,exposure,0,game,sample
u64,i152,live_room,1700000415,click,1,movie,sample
u21,i74,live_room,1700000416,click,1,movie,sample
u23,i107,live_room,1700000417,click,1,study,sample
u77,i55,live_room,1700000418,click,1,music,sample
u24,i26,live_room,1700000419,exposure,0,movie,sample
u69,i32,live_room,1700000420,click,1,movie,sample
u42,i41,live_room,1700000421,exposure,0,study,sample
u14,i94,live_room,1700000422,click,1,food,sample
u52,i152,live_room,1700000423,exposure,0,movie,sample
u73,i90,live_room,1700000424,click,1,game,sample
u74,i106,live_room,1700000425,click,1,food,sample
u26,i118,live_room,1700000426,exposure,0,food,sample
u16,i75,live_room,1700000427,click,1,sports,sample
u74,i52,live_room,1700000428,exposure,0,food,sample
u68,i90,live_room,1700000429,click,1,game,sample
u34,i125,live_room,1700000430,click,1,study,sample
u19,i154,live_room,1700000431,exposure,0,food,sample
u68,i30,live_room,1700000432,exposure,0,game,sample
u46,i62,live_room,1700000433,click,1,movie,sample
u40,i78,live_room,1700000434,exposure,0,game,sample
u58,i94,live_room,1700000435,click,1,food,sample
u10,i69,live_room,1700000436,click,1,sports,sample
u17,i132,live_room,1700000437,click,1,game,sample
u58,i136,live_room,1700000438,click,1,food,sample
u40,i72,live_room,1700000439,click,1,game,sample
u50,i106,live_room,1700000440,click,1,food,sample
u10,i9,live_room,1700000441,click,1,sports,sample
u74,i34,live_room,1700000442,click,1,food,sample
u39,i57,live_room,1700000443,exposure,0,sports,sample
u15,i64,live_room,1700000444,exposure,0,food,sample
u19,i14,live_room,1700000445,exposure,0,movie,sample
u70,i100,live_room,1700000446,click,1,food,sample
u29,i2,live_room,1700000447,exposure,0,movie,sample
u38,i151,live_room,1700000448,click,1,music,sample
u43,i48,live_room,1700000449,click,1,game,sample
u24,i149,live_room,1700000450,click,1,study,sample
u22,i9,live_room,1700000451,click,1,sports,sample
u57,i85,live_room,1700000452,exposure,0,music,sample
u56,i63,live_room,1700000453,click,1,sports,sample
u13,i154,live_room,1700000454,click,1,food,sample
u41,i45,live_room,1700000455,click,1,sports,sample
u53,i140,live_room,1700000456,exposure,0,movie,sample
u10,i156,live_room,1700000457,exposure,0,game,sample
u50,i20,live_room,1700000458,exposure,0,movie,sample
u31,i86,live_room,1700000459,exposure,0,movie,sample
u35,i114,live_room,1700000460,click,1,game,sample
u69,i62,live_room,1700000461,click,1,movie,sample
u9,i12,live_room,1700000462,click,1,game,sample
u57,i71,live_room,1700000463,exposure,0,study,sample
u6,i0,live_room,1700000464,click,1,game,sample
u22,i157,live_room,1700000465,click,1,music,sample
u53,i149,live_room,1700000466,click,1,study,sample
u45,i11,live_room,1700000467,click,1,study,sample
u11,i35,live_room,1700000468,exposure,0,study,sample
u20,i87,live_room,1700000469,click,1,sports,sample
u40,i126,live_room,1700000470,exposure,0,game,sample
u49,i148,live_room,1700000471,click,1,food,sample
u37,i34,live_room,1700000472,exposure,0,food,sample
u67,i60,live_room,1700000473,exposure,0,game,sample
u33,i27,live_room,1700000474,click,1,sports,sample
u13,i106,live_room,1700000475,click,1,food,sample
u61,i112,live_room,1700000476,exposure,0,food,sample
u61,i28,live_room,1700000477,click,1,food,sample
u42,i82,live_room,1700000478,click,1,food,sample
u22,i157,live_room,1700000479,click,1,music,sample
u73,i66,live_room,1700000480,click,1,game,sample
u19,i38,live_room,1700000481,click,1,movie,sample
u47,i155,live_room,1700000482,exposure,0,study,sample
u22,i73,live_room,1700000483,exposure,0,music,sample
u57,i103,live_room,1700000484,exposure,0,music,sample
u36,i102,live_room,1700000485,exposure,0,game,sample
u24,i58,live_room,1700000486,click,1,food,sample
u74,i148,live_room,1700000487,click,1,food,sample
u50,i130,live_room,1700000488,click,1,food,sample
u39,i75,live_room,1700000489,click,1,sports,sample
u27,i22,live_room,1700000490,click,1,food,sample
u9,i119,live_room,1700000491,click,1,study,sample
u45,i17,live_room,1700000492,click,1,study,sample
u22,i31,live_room,1700000493,click,1,music,sample
u15,i141,live_room,1700000494,exposure,0,sports,sample
u66,i29,live_room,1700000495,click,1,study,sample
u64,i20,live_room,1700000496,click,1,movie,sample
u30,i20,live_room,1700000497,click,1,movie,sample
u11,i11,live_room,1700000498,click,1,study,sample
u46,i119,live_room,1700000499,exposure,0,study,sample
u35,i132,live_room,1700000500,click,1,game,sample
u14,i28,live_room,1700000501,click,1,food,sample
u57,i38,live_room,1700000502,exposure,0,movie,sample
u14,i46,live_room,1700000503,click,1,food,sample
u56,i51,live_room,1700000504,click,1,sports,sample
u43,i122,live_room,1700000505,exposure,0,movie,sample
u50,i102,live_room,1700000506,exposure,0,game,sample
u37,i98,live_room,1700000507,exposure,0,movie,sample
u40,i126,live_room,1700000508,click,1,game,sample
u56,i3,live_room,1700000509,click,1,sports,sample
u39,i63,live_room,1700000510,click,1,sports,sample
u51,i133,live_room,1700000511,click,1,music,sample
u15,i126,live_room,1700000512,exposure,0,game,sample
u53,i139,live_room,1700000513,exposure,0,music,sample
u10,i63,live_room,1700000514,click,1,sports,sample
u50,i148,live_room,1700000515,click,1,food,sample
u49,i46,live_room,1700000516,click,1,food,sample
u59,i9,live_room,1700000517,exposure,0,sports,sample
u4,i134,live_room,1700000518,click,1,movie,sample
u59,i28,live_room,1700000519,click,1,food,sample
u73,i144,live_room,1700000520,click,1,game,sample
u79,i130,live_room,1700000521,click,1,food,sample
u27,i154,live_room,1700000522,click,1,food,sample
u78,i69,live_room,1700000523,click,1,sports,sample
u48,i124,live_room,1700000524,exposure,0,food,sample
u67,i32,live_room,1700000525,click,1,movie,sample
u29,i158,live_room,1700000526,click,1,movie,sample
u71,i83,live_room,1700000527,click,1,study,sample
u11,i63,live_room,1700000528,exposure,0,sports,sample
u18,i29,live_room,1700000529,click,1,study,sample
u34,i76,live_room,1700000530,exposure,0,food,sample
u59,i110,live_room,1700000531,exposure,0,movie,sample
u52,i64,live_room,1700000532,click,1,food,sample
u79,i116,live_room,1700000533,click,1,movie,sample
u33,i75,live_room,1700000534,click,1,sports,sample
u32,i72,live_room,1700000535,click,1,game,sample
u16,i145,live_room,1700000536,click,1,music,sample
u48,i46,live_room,1700000537,click,1,food,sample
u1,i148,live_room,1700000538,click,1,food,sample
u32,i132,live_room,1700000539,click,1,game,sample
u6,i24,live_room,1700000540,click,1,game,sample
u12,i33,live_room,1700000541,exposure,0,sports,sample
u19,i134,live_room,1700000542,click,1,movie,sample
u68,i138,live_room,1700000543,click,1,game,sample
u43,i122,live_room,1700000544,click,1,movie,sample
u12,i150,live_room,1700000545,exposure,0,game,sample
u4,i140,live_room,1700000546,click,1,movie,sample
u3,i131,live_room,1700000547,exposure,0,study,sample
u33,i21,live_room,1700000548,click,1,sports,sample
u53,i80,live_room,1700000549,click,1,movie,sample
u66,i125,live_room,1700000550,click,1,study,sample
u61,i118,live_room,1700000551,click,1,food,sample
u63,i30,live_room,1700000552,exposure,0,game,sample
u0,i115,live_room,1700000553,exposure,0,music,sample
u31,i55,live_room,1700000554,click,1,music,sample
u5,i155,live_room,1700000555,click,1,study,sample
u49,i136,live_room,1700000556,click,1,food,sample
